"year","economy","economycode","regionwb","pop_adult","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity","account_fin","account_mob","account","dig_account","borrowed","saved","receive_wages","receive_transfers","receive_pensions","receive_agriculture","merchantpay_dig","pay_utilities","domestic_remittances","anydigpayment","fin2","fin3","fin4","fin5","fin6","fin7","fin8","fin9a","fin9b","fin10","fin11_0","fin11_1","fin11_2","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin13_1","fin13a","fin13b","fin13c","fin13d","fin13e","fin13f","fin13f_1","fin14a","fin14b","fin14c","fin14d","fin14e","fin15","fin16","fin17a","fin17b","fin17c","fin17d","fin17e","fin17f","fin18","fin19","fin20","fin21","fin22a","fin22a_1","fin22b","fin22c","fin22d","fin22e","fin22f","fin22g","fin22h","fin23","fin24","fin24a","fin24b","fin24c","fin24d1","fin24d2","fin24d3","fin25e1","fin25e2","fin25e3","fin25e4","fin26a","fin26b","fin27","fh1","fin28","fh2","fin29","fh2a","fin30","fin31a","fin31b","fin31c","fin31d","fin32","fin33","fin34a","fin34b","fin34c","fin34d","fin35","fin36","fin36a","fin37","fin38","fin39a","fin39b","fin39c","fin39d","fin40","fin41","fin41a","fin42","fin43a","fin43b","fin43c","fin43d","fin44","fin45","internet_use","con1","con2a","con2b","con2c","con2d","con2e","con2f","con2g","con3","con4","con5","con6","con7","con8","con9","con10","con11","con12","con13","con14","con15","con16","con17","con18","con19","con20","con21","con22","con23","con24","con25","con26","con27","con28","con29","con30a","con30b","con30c","con30d","con30e","con30f","con30g","con30h","con31a","con31b","con31c","con31d","con31e","con31f","con31g","con31h","con32","fin46","fin47","fin48a","fin48b","fin48c","fin48d","fin48e","fin48f","fin49a","fin49b","fin49c","fin49d","fin49e","fin49f","fin50","fin51"
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,170189870,0.571813705025955,2,15,2,4,2,2,0,0,0,0,0,1,4,4,4,4,0,4,2,0,2,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,2,,2,,,,1,2,2,,2,,2,,2,2,2,,,2,2,1,5,2,,,,,,,,,,,2,,1,2,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,2,1,,1,,1,4,1,1,1,2,,2,1,,1,2,,1,1,1,1,2,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,2
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,170338870,0.687031982420844,1,65,1,4,2,1,0,0,0,0,0,1,4,4,4,4,0,2,3,0,2,,,,,,,,,,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,2,,2,,,,1,2,2,,2,,2,,2,2,2,,,2,1,3,4,2,,,,,,,,,,,2,,2,,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,0,1,,,,,,,,,,,,,,2,2,1,1,,1,,2,4,2,,2,2,,2,2,2,,,,,,,,,,,,,2,2,2,1,2,2,2,1,8,1,2,,,,,,,,,,,,,1,2
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,170428217,0.460598650775751,1,68,1,1,1,1,0,0,0,0,0,1,4,2,4,4,0,2,3,0,2,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,2,,2,,,,1,2,2,,2,,2,,2,2,2,,,2,2,2,3,2,,,,,,,,,,,2,,2,,2,1,2,2,,1,2,,,,,,,,,1,2,2,2,1,,,,,2,,,,,,1,1,1,,,,,,,,,,,,,,1,,1,1,,2,,,1,2,,2,2,,2,1,,2,2,,1,2,2,2,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,2,
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,170458347,1.44355623248522,2,52,2,4,1,1,1,0,1,1,1,1,4,4,4,4,1,4,1,1,1,1,1,2,2,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,3,1,1,,2,2,,2,,2,,2,2,2,,,1,3,2,4,2,,,,2,1,2,,2,1,2,1,1,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,3,,1,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,2
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,170464693,0.334691795911271,2,57,1,3,1,1,0,0,0,0,0,0,4,4,4,2,0,2,3,0,2,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,9,,6,1,1,2,,,,,,,,,2,,2,,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,1,2,2,1,,2,8,0,1,,,,,,,,,,,,,,2,2,1,1,,1,,2,3,2,,2,2,,2,2,2,,,,,,,,,,,,,2,2,2,1,2,2,2,2,4,1,2,,,,,,,,,,,,,2,
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,170486421,0.845613166123006,1,40,2,3,1,1,1,0,1,1,1,0,4,4,4,4,1,1,3,1,1,1,2,2,1,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,1,,2,1,2,,,,3,2,3,2,,,,1,1,2,,1,1,3,2,,2,,2,1,1,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,1,2,,2,1,,1,1,1,,1,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,2
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,170653149,0.257157228928712,2,40,1,1,1,1,0,0,0,0,1,0,2,4,4,4,0,4,2,0,2,,,,,,,,,,2,2,2,1,2,2,1,2,1,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,1,,,2,3,1,4,1,1,1,,,,,,,,,1,2,1,2,2,2,,,,,1,2,2,2,1,,,,,2,2,,,,,,,,2,,,,,,4,0,2,1,1,2,1,2,2,2,1,2,,,,2,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,2,
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,170697821,0.257230558025266,2,21,1,1,1,1,0,0,0,0,0,0,4,4,4,2,0,4,3,0,2,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,2,1,2,1,1,1,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,1,2,2,1,,2,1,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,8,1,2,2,2,,2,1,,1,1,1,,2,2,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,2,
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,170952712,0.801826777926979,2,34,2,4,1,2,1,1,1,1,0,1,1,4,4,4,1,4,3,1,1,1,1,2,2,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,,2,2,,2,2,2,,2,2,2,,,2,1,3,4,2,,,,2,1,3,,1,1,2,2,,2,,2,2,,,,,1,2,1,1,,,2,2,,2,2,,,,,,,,2,,,,,,6,1,1,,,,,,,,,,,,,,1,,1,1,,1,,2,4,1,1,2,2,,2,1,,1,2,,1,1,1,1,1,2,2,2,1,,,,,,,,,,1,2,,,,,,,,,,,,,1,1
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,170995109,0.684171769750003,1,36,2,3,1,1,1,0,1,1,1,1,4,4,4,4,1,1,1,1,1,1,1,2,1,,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,3,1,2,,2,2,,1,,2,,2,2,2,,,,1,2,2,1,1,2,2,1,1,3,,1,1,3,1,1,1,1,1,1,1,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,2,4,1,1,2,1,2,8,1,,1,2,,1,1,1,1,1,2,2,1,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,1
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,171100374,0.257157228928712,2,41,1,5,1,1,1,1,1,1,0,1,1,4,4,4,0,2,2,1,1,1,1,3,3,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,3,2,2,,2,2,,2,,2,,2,2,2,,,2,1,2,2,2,,,,2,2,,4,2,2,,2,,1,2,2,1,2,2,,1,1,2,1,1,,,2,1,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,2,,,1,1,2,2,2,,2,1,,1,1,3,,1,1,1,1,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,1
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,171153215,0.574117329194873,1,26,3,4,1,2,1,1,1,1,0,1,1,4,4,4,1,1,3,1,1,1,1,1,1,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,1,2,2,,2,2,2,,2,2,2,,,2,1,3,4,2,,,,1,1,1,,1,1,3,2,,2,,2,1,1,1,,,1,2,1,2,,,2,2,,2,2,,,,,,,,2,,,,,,2,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,3,,1,1,1,1,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,2
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,171302822,0.845613166123005,1,44,2,5,1,1,1,0,1,1,0,1,4,4,4,4,0,2,3,0,1,1,2,1,1,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,3,1,1,,2,2,,2,,2,,2,2,2,,,2,1,2,4,2,,,,2,2,,1,2,2,,2,,2,,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,2,,2,2,,2,1,,1,1,3,,1,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,2
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,171306064,0.736452290704108,2,69,2,5,2,1,0,0,0,0,0,0,4,4,2,4,0,2,2,0,2,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,2,2,4,2,,,,,,,,,,,2,,1,2,2,1,2,2,,1,2,,,,,,,,,2,1,2,2,1,,,,,2,,,,,,1,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,3,2,,2,2,,2,2,2,,,,,,,,,,,,,2,2,2,1,2,2,2,1,4,1,2,,,,,,,,,,,,,2,
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,171350178,1.96853372376754,2,28,2,2,1,1,1,0,1,1,0,0,4,4,4,4,1,1,3,1,1,1,1,3,1,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,2,2,2,2,,,,2,2,,4,1,1,3,2,,2,,2,1,1,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,2,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,1,1,2,2,,2,1,,1,1,1,,1,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,2,
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,171558155,0.465323634189904,1,73,1,3,2,2,0,0,0,0,0,1,4,4,4,4,0,4,1,0,2,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,2,,2,,,,1,2,2,,2,,2,,2,2,2,,,2,1,2,4,2,,,,,,,,,,,1,2,1,1,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,0,1,,,,,,,,,,,,,,2,2,1,1,,2,,,1,2,,2,2,,2,2,2,,,,,,,,,,,,,2,2,2,2,2,2,2,1,8,1,2,,,,,,,,,,,,,2,
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,171613966,0.397124061915298,1,41,1,1,1,1,0,0,0,0,1,1,4,4,4,4,0,2,3,0,2,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,2,,1,,,,,1,2,,2,,1,1,2,1,2,,,,2,3,3,2,,,,,,,,,,,2,,2,,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,2,1,1,,,,,,,,,,,,,,1,,1,1,,2,,,2,2,,2,2,,2,1,,1,1,3,,1,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,2,
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,171651921,1.35610626558513,1,48,2,4,1,2,1,1,1,1,1,1,4,4,4,4,1,1,1,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,1,1,,1,2,,2,2,2,,2,2,2,1,1,,1,3,4,1,2,2,2,1,1,1,,1,1,1,1,1,1,1,2,1,1,1,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,2,,1,1,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,1
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,171754631,0.257157228928712,1,52,1,2,1,1,0,0,0,0,1,1,2,4,4,4,0,2,3,0,2,,,,,,,,,,2,2,2,1,2,2,1,1,1,,,,,,,,,,,,,,,,2,,1,,,,,2,2,,2,,1,2,1,2,2,,,,2,2,4,1,2,1,,,,,,,,,2,,2,,2,1,2,2,,1,1,2,2,2,1,,,,,2,2,,,,,,,,2,,,,,,1,0,2,1,2,2,2,2,1,1,1,1,1,2,2,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,2,
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,171887922,0.985922712626172,2,19,2,4,1,1,1,1,1,1,0,0,1,4,4,4,1,4,3,1,1,1,2,3,1,,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,2,2,2,,2,2,2,,2,2,2,,,2,2,1,4,2,,,,1,1,1,,1,1,3,2,,2,,2,2,,,,,1,2,1,2,,,1,1,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,2,1,,1,,1,2,1,1,2,2,,2,1,,1,1,3,,1,1,1,1,1,2,2,1,,,,,,,,,,1,2,,,,,,,,,,,,,1,1
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,172104258,2.21415941260389,1,58,2,1,2,1,0,0,0,0,1,0,4,4,4,4,0,4,3,0,2,,,,,,,,,,2,2,2,1,2,2,1,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,1,2,,2,,1,,1,2,2,,,,2,1,3,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,2,2,,2,2,,2,1,,1,1,3,,2,2,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,2
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,172115677,0.257157228928712,1,45,1,2,1,1,0,0,0,0,1,1,2,4,4,4,0,2,2,0,2,,,,,,,,,,2,2,2,1,1,2,2,2,1,,,,,,,,,,,,,,,,2,,2,,,,1,2,2,,2,,1,,2,2,2,,,,3,2,2,2,,,,,,,,,,,1,2,1,2,2,1,2,2,,1,1,2,2,2,1,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,2,1,2,,2,2,,2,1,,2,1,3,,2,1,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,2,
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,172249044,2.06720621349092,1,50,2,3,1,1,1,0,1,1,0,1,1,4,4,4,1,2,2,1,1,1,1,2,2,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,2,1,1,,1,2,,2,,2,2,2,2,2,,,2,1,3,4,2,,,,2,1,2,,1,2,,1,2,2,,2,1,2,2,,1,1,2,1,3,,,2,2,,2,2,,,,,,,,2,,,,,,1,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,3,,1,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,2
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,172402956,0.850371511138512,1,36,2,1,1,1,1,0,1,1,1,1,1,4,4,4,0,2,1,1,1,1,1,3,2,,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,1,2,2,,2,,1,,2,2,2,,,,1,2,3,1,2,2,2,2,2,,1,2,1,2,1,2,1,1,2,1,2,2,,1,1,2,1,2,,,2,2,,2,2,,,,,,,,2,,,,,,1,1,1,,,,,,,,,,,,,,1,,1,1,,1,,2,1,1,1,2,2,,2,1,,1,2,,1,1,1,1,1,2,1,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,1
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,172479934,0.89187535134596,2,35,2,4,1,1,1,0,1,1,0,1,1,4,4,4,1,1,3,1,1,1,1,2,1,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,1,2,2,,2,,2,,2,2,2,,,2,3,3,4,2,,,,2,1,2,,1,1,3,2,,2,,2,1,1,1,,,1,2,1,2,,,2,2,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,2,,1,1,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,1
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,172553890,1.4246910218471,2,36,3,4,1,2,1,1,1,1,1,1,1,4,4,4,1,4,3,1,1,1,1,1,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,3,1,2,,1,2,,2,2,2,2,2,2,2,1,1,,3,3,3,2,,,,2,1,1,,1,1,3,2,,2,,2,2,,,,,1,2,1,2,,,2,2,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,4,1,1,2,2,,2,1,,1,1,2,,1,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,2
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,172589805,1.47911046103519,2,23,3,1,1,1,1,0,1,1,0,1,1,4,4,4,0,4,3,1,1,1,1,2,3,,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,1,2,2,,2,2,2,,2,2,2,,,2,3,3,4,2,,,,2,2,,4,2,1,2,2,,2,,2,2,,,,,1,2,1,2,,,2,2,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,3,,1,1,1,1,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,2
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,172677151,2.96091873755317,1,57,2,2,2,1,0,0,0,0,0,1,4,4,2,2,0,2,2,0,2,,,,,,,,,,2,2,1,2,2,2,2,1,2,,,,,,,,,,,,,,,,2,,1,,,,,1,2,,2,,2,2,2,2,2,,,2,1,3,2,2,,,,,,,,,,,1,2,1,2,2,1,2,2,,1,2,,,,,,,,,2,1,2,2,1,,,,,1,2,2,1,,2,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,2,2,2,,2,1,,1,2,,1,1,1,1,1,2,2,1,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,1
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,172776671,2.16348605983342,2,31,2,5,1,1,1,1,1,1,1,0,1,4,4,4,1,1,3,1,1,1,1,2,2,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,2,2,1,1,2,1,2,,2,2,2,,,,1,3,4,2,,,,1,1,2,,1,1,3,2,,2,,2,1,1,1,,,1,2,1,2,,,2,2,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,2,1,,1,,2,1,1,2,2,2,,2,1,,1,1,1,,1,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,1
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,172827472,1.08174302991671,2,25,2,5,1,1,1,1,1,1,0,1,2,4,4,4,1,2,1,1,2,1,2,3,3,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,2,2,,2,2,,2,2,2,,2,2,2,,,2,3,2,4,2,,,,2,1,1,,1,1,2,1,1,1,1,2,1,2,2,,1,1,2,2,2,1,,,,,2,2,,,,,,,,2,,,,,,4,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,3,,2,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,2
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,172842057,1.14805891002085,1,33,2,1,1,1,1,0,1,0,0,1,1,4,4,4,0,4,3,1,1,2,1,2,2,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,1,2,2,,2,,2,,2,2,2,,,2,2,3,4,2,,,,2,2,,4,2,2,,2,,2,,2,2,,,,,1,2,1,2,,,2,2,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,2,,,2,2,,2,2,,2,1,,1,1,3,,1,1,1,1,2,2,2,1,,,,,,,,,,1,2,,,,,,,,,,,,,2,
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,172977951,0.846616823847742,2,40,2,1,2,1,0,0,0,0,0,0,4,4,4,2,0,4,3,0,2,,,,,,,,,,2,2,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,5,2,1,2,,,,,,,,,,,2,,2,,2,2,,,,,2,,,,,,,,,2,2,,,,,,,,1,2,2,1,,1,2,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,1,1,,1,1,2,,2,1,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,1
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,173031450,1.82658282834075,2,61,2,5,1,2,1,0,1,1,0,1,1,4,1,4,0,1,1,1,1,1,1,2,2,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,1,2,2,,2,,2,,2,2,2,,,2,1,2,2,2,,,,2,2,,4,2,1,2,1,1,2,,2,1,1,1,,,1,2,1,2,,,2,2,,2,1,1,2,,,2,2,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,2,2,1,1,2,2,,2,1,,1,1,3,,1,1,1,1,2,1,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,1
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,173116942,1.30784026377078,1,22,3,4,1,2,1,1,1,1,1,1,1,4,4,4,1,4,3,1,1,1,2,2,2,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,1,2,2,,2,2,1,,2,2,2,,,,2,2,4,2,,,,2,1,2,,2,1,3,2,,2,,2,2,,,,,1,2,1,2,,,3,2,,2,2,,,,,,,,2,,,,,,5,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,1,2,2,1,,1,1,3,,1,1,1,1,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,2
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,173149032,0.699947528927257,1,53,2,4,1,1,1,1,1,1,0,0,4,4,4,4,1,2,3,1,1,1,2,2,1,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,2,2,2,,2,2,2,,2,2,2,,,2,3,3,4,2,,,,1,1,1,,2,1,3,2,,2,,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,2,4,1,2,2,2,,2,1,,1,1,3,,2,1,1,2,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,2,
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,173454081,1.22312239823473,1,67,2,2,1,2,0,0,0,0,0,1,4,4,4,2,0,2,2,0,2,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,2,,2,,,,1,1,2,,2,,2,,2,2,2,,,2,1,2,4,2,,,,,,,,,,,2,,1,2,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,1,2,2,1,,1,1,1,1,,,,,,,,,,,,,,1,,1,1,,2,,,1,1,2,2,2,,2,1,,1,1,3,,2,2,1,1,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,2
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,173462561,0.257157228928712,2,40,1,5,1,1,0,0,0,0,1,1,2,4,4,2,0,2,3,0,2,,,,,,,,,,2,2,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,2,,2,,,,1,2,2,,2,,1,,2,2,2,,,,3,1,3,1,1,2,,,,,,,,,2,,2,,2,1,2,2,,1,1,2,2,2,1,,,,,2,2,,,,,,,,1,2,2,1,,1,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,1,,2,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,2,
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,173503719,1.27344399660372,2,17,2,3,1,2,1,1,1,1,0,1,1,4,4,4,1,4,3,1,1,1,2,3,3,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,3,1,2,,2,2,,2,2,2,,2,2,2,,,2,2,1,4,1,2,2,2,2,1,3,,1,1,3,2,,2,,2,2,,,,,1,2,1,1,,,2,2,,2,2,,,,,,,,2,,,,,,3,1,1,,,,,,,,,,,,,,1,,1,1,,1,,1,1,1,1,2,2,,2,1,,1,1,3,,1,1,1,1,1,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,1,1
2024,"Viet Nam","VNM","East Asia & Pacific (excluding high income)",76663207,173645147,0.966157915944542,2,67,1,1,1,1,0,0,0,0,0,0,4,4,4,2,0,2,3,0,2,,,,,,,,,,2,2,2,2,1,2,2,2,1,,,,,,,,,,,,,,,,2,,2,,,,2,2,2,,2,,2,,2,2,2,,,2,1,3,4,2,,,,,,,,,,,2,,2,,2,1,2,2,,1,2,,,,,,,,,2,2,,,,,,,,1,2,2,1,,1,7,1,1,,,,,,,,,,,,,,1,,1,1,,2,,,3,2,,2,2,,2,1,,1,1,3,,2,1,1,1,2,2,2,2,,,,,,,,,,1,2,,,,,,,,,,,,,2,
